策略,日期,计划购电量_kWh,调整后购电量_kWh,上调量_kWh,下调量_kWh,紧急购电量_kWh,剩余电量_kWh,计划购电费_元,调整成本_元,紧急购电费_元,总成本_元
问题3_固定价_八时点代理,2025-09-15,70282.75576172839,63063.43797343842,805.0008960124167,8024.3186843023905,1774.907635285806,5801.090508459001,45345.88655521769,-2314.245110542808,7311.6873949615165,50343.32883963639
问题3_固定价_八时点代理,2025-09-16,84131.8357,69087.45634062265,0.0,15044.37935937735,907.096387499358,6473.412731430705,52971.75233600056,-5200.791449564274,3007.6859611910268,50778.64684762731
问题3_固定价_八时点代理,2025-09-17,79795.28400912207,68147.77260826586,50.81103268308782,11698.322433539306,1450.1065796866144,5518.246222460619,51164.48227078924,-4471.525674049266,5359.765911231659,52052.72250797163
问题3_固定价_八时点代理,2025-09-18,71641.75757098765,69374.38393325382,5935.349972837826,8202.723610571655,1248.4217232498643,7646.77701457254,46208.50632870463,1657.9345078274678,4650.176730812867,52516.61756734496
问题3_固定价_八时点代理,2025-09-19,42414.12902777777,34964.97446214397,268.3722948241516,7717.526860457956,950.8498526469383,16774.471998124238,25350.127101911665,-2717.0637542089025,3256.3443331021217,25889.40768080488
问题3_固定价_八时点代理,2025-09-20,42707.95988611111,35307.4876431723,241.9025194571851,7642.374762395988,1326.3691675894395,17948.42307742841,25528.48740183333,-2643.630960736766,4286.13153484284,27170.987975939403
问题3_固定价_八时点代理,2025-09-21,79134.32824074074,68923.16033364554,0.0,10211.167907095194,1185.2967901249722,8035.102752364975,50231.710669768516,-3607.3757349331195,3670.0976021470256,50294.43253698242
问题3_固定价_八时点代理,2025-09-22,82632.27656937586,67905.16929636762,0.0,14727.10727300823,1687.6540225266072,4918.113248535544,52711.90898748315,-5276.380187795232,5964.384494622049,53399.91329430997
问题3_固定价_八时点代理,2025-09-23,80255.89720864197,70879.98084795411,21.19788186146807,9397.114242549334,1083.8910492485002,5651.940179441757,50977.78571060216,-3423.635461911545,4104.896387360521,51659.046636051135
问题3_固定价_八时点代理,2025-09-24,70384.31387417695,68518.60046511512,3799.487380911186,5665.200789973022,1730.211168409048,5161.279513689477,45482.802687580675,275.4831203954686,6389.485053662583,52147.770861638724
问题3_固定价_八时点代理,2025-09-25,76590.45708045267,69841.84316034158,785.8684773365047,7534.482397447597,1404.846455139081,6855.960476478203,48897.025914318205,-2322.3520815457,5198.153436302789,51772.8272690753
问题3_固定价_八时点代理,2025-09-26,42885.57078333333,34436.43695547981,249.48402660005246,8698.617854453574,1031.785883420536,14733.97933890035,25678.241782482775,-3136.3723267080245,3188.628095754552,25730.497551529304
问题3_固定价_八时点代理,2025-09-27,41575.389825,35921.322175621106,401.16349383751117,6055.231143216404,1398.3059965798295,16478.325922200936,24632.062031287776,-1801.1530046589144,4294.02505379386,27124.93408042272
问题3_固定价_八时点代理,2025-09-28,76738.37518652264,73259.0932555945,1781.5698615941335,5260.851792522258,1092.247236216933,6796.520062755584,48900.89271902772,-687.1080156982306,3454.1302038950457,51667.91490722453
问题3_固定价_八时点代理,2025-09-29,76382.79235010287,67754.06726567532,189.3330947259614,8818.058179153519,2279.201438655391,3176.0123723043193,48412.54172307151,-2973.638941857298,9087.265421991355,54526.16820320557
